title,location,property_type,price,price_per_bedroom,bedrooms,bathrooms,price_category,added_date,updated_date,month_added,state
5 Bedroom Detached Duplex With Bq,ologolo lekki lagos,Detached,300000000,60000000,5,5,High,28/01/2026,18/02/2026,2026-01,Lagos
Land Measuring 1500sqm With An Old Structure,"palm grove estate, ilupeju lagos",land,1100000000,0,0,0,High,28/01/2026,18/02/2026,2026-01,Lagos
Luxury 5 Bedroom Fully Detached Duplex,parkview estate ikoyi lagos,Detached,70000000,14000000,5,6,High,17/02/2026,18/02/2026,2026-02,Lagos
4 Bedroom Duplex+2 Units Of 3 Bedroom Flat,"diamond estate, command, ipaja lagos",Flat/Apartment,370000000,92500000,4,4,High,28/01/2026,18/02/2026,2026-01,Lagos
4 Bedroom Flat,"block2 house3, alexandra quarter,kolande abayomi st, songotedo, lekki lagos",Flat/Apartment,110000000,27500000,4,4,High,10/03/2025,18/02/2026,2025-03,Lagos
Newly Built 5 Bedroom Detached Duplex With Bq,gbagada lagos,Detached,420000000,84000000,5,5,High,28/01/2026,18/02/2026,2026-01,Lagos
Prime Land Measuring 4000sqm,next to access bank head office oniru victoria island lagos,land,6000000000,0,0,0,High,28/01/2026,18/02/2026,2026-01,Lagos
4 Units Of 2 Bedroom Flat,eputu ibeju lekki lagos,Flat/Apartment,75000000,37500000,2,2,High,28/01/2026,18/02/2026,2026-01,Lagos
Exclusive Luxury 5 Bedroom Detached Duplex With Bq,megamound estate ikota lekki lagos,Detached,470000000,94000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Exclusive Luxury 5 Bedroom Detached Duplex With Bq,lekki phase 1 lekki lagos,Detached,1000000000,200000000,5,5,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury Serviced 2 Bedroom Maisonette With Bq,lekki phase 1 lekki lagos,maisonette,450000000,225000000,2,2,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury Serviced 2 Apartment With Bq,lekki phase 1 lekki lagos,Flat/Apartment,300000000,150000000,2,2,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury Serviced 2 Bedroom Apartment,victoria island lagos,Flat/Apartment,550000000,275000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Exclusive Luxury 4 Bedroom Penthouse With Bq,banana island ikoyi lagos,penthouse,2500000000,625000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 5 Bedroom Detached Duplex With Bq,chevron toll gate lekki lagos,Detached,385000000,77000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 5 Bedroom Detached Duplex With Bq,gerard road ikoyi lagos,Detached,1750000000,350000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury Serviced 3 Bedroom Apartment With Bq,lekki phase 1 lekki lagos,Flat/Apartment,550000000,183333333,3,3,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury Serviced 2 Apartment,lekki phase 1 lekki lagos,Flat/Apartment,280000000,140000000,2,2,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Maisonette With Bq,victoria island lagos,maisonette,900000000,225000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury Serviced 3 Bedroom Apartment With Bq,victoria island lagos,Flat/Apartment,750000000,250000000,3,3,High,03/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Terrace Duplex,chevron toll gate lekki lagos,Terraced,110000000,27500000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Contemporary Luxury 5 Bedroom Detached Duplex With Bq,gerard road ikoyi lagos,Detached,3500000000,700000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Exclusive Luxury 5 Bedroom Detached Duplex With Bq,banana island ikoyi lagos,Detached,8000000000,1600000000,5,5,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Terrace Duplex,2nd toll gate lekki lagos,Terraced,110000000,27500000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Terrace Duplex With Bq,old ikoyi ikoyi lagos,Terraced,1000000000,250000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Exclusive Serviced 2 Bedroom Apartment With Bq,eko atlantic city victoria island lagos,Flat/Apartment,750000000,375000000,2,2,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq,ikota lekki lagos,Detached,200000000,50000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Terrace Duplex With Bq,ikota lekki lagos,Terraced,160000000,40000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Semi Detached Duplex,ikota lekki lagos,Detached,140000000,35000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Maisonette With Bq,banana island ikoyi lagos,maisonette,1700000000,425000000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 5 Bedroom Detached Duplex With Bq,maryland lagos,Detached,500000000,100000000,5,5,High,04/02/2026,18/02/2026,2026-02,Lagos
Exclusive Water Front 6 Bedroom Detached Duplex With Bq,banana island ikoyi lagos,Detached,7000000000,1166666667,6,6,High,04/02/2026,18/02/2026,2026-02,Lagos
Brand New 3 Bedroom Terrace Duplex,ikota lekki lagos,Terraced,90000000,30000000,3,3,High,31/01/2026,18/02/2026,2026-01,Lagos
Beautiful Luxury Serviced 2 Apartment,ikate lekki lagos,Flat/Apartment,220000000,110000000,2,2,High,04/02/2026,18/02/2026,2026-02,Lagos
Exclusive Luxury 4 Bedroom Apartment With Bq,banana island ikoyi lagos,Flat/Apartment,2250000000,562500000,4,4,High,04/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq,gerard road ikoyi lagos,Detached,1350000000,337500000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Contemporary Luxury 4 Bedroom Detached Duplex With Bq,ojo lagos,Detached,540000000,135000000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 4 Bedroom Terrace Duplex,osapa london lekki lagos,Terraced,250000000,62500000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,120000000,60000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Brand New 2 Bedroom Terrace Duplex,ikota lekki lagos,Terraced,75000000,37500000,2,2,High,31/01/2026,18/02/2026,2026-01,Lagos
Beautiful Luxury 4 Bedroom Detached Duplex With Bq,gerard road ikoyi lagos,Detached,1650000000,412500000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Beautiful Luxury 1 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,100000000,100000000,1,1,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 4 Bedroom Semi Detached Duplex,ikota lekki lagos,Detached,200000000,50000000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Fully Serviced 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,160000000,80000000,2,2,High,02/02/2026,18/02/2026,2026-02,Lagos
Fully Serviced 3 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,280000000,93333333,3,3,High,02/02/2026,18/02/2026,2026-02,Lagos
Affordable 3 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,250000000,83333333,3,3,High,03/02/2026,18/02/2026,2026-02,Lagos
Newly Built 5 Bedroom Detached Duplex,ologolo lekki lagos,Detached,550000000,110000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Affordable 2 Bedroom Apartment,ologolo lekki lagos,Flat/Apartment,130000000,65000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Detached Duplex,chevron toll gate lekki lagos,Detached,480000000,96000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Detached Duplex,ikota lekki lagos,Detached,450000000,90000000,5,5,High,06/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Terrace Duplex,ikoyi lagos,Terraced,1300000000,260000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Serviced 3 Bedroom Apartment,ikoyi lagos,Flat/Apartment,850000000,283333333,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Stunning 4 Bedroom Semi Detached Duplex,ikota lekki lagos,Detached,170000000,42500000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Lovely 2 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,350000000,175000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Spaciously Built 3 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,400000000,133333333,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Elegant 5 Bedroom Detached Duplex,ikota lekki lagos,Detached,430000000,86000000,5,5,High,06/02/2026,18/02/2026,2026-02,Lagos
Luxury 5 Bedroom Detached Duplex,ikoyi lagos,Detached,4500000000,900000000,5,5,High,02/02/2026,18/02/2026,2026-02,Lagos
Massive 3 Bedroom Apartment,ikoyi lagos,Flat/Apartment,300000000,100000000,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Contemporary 5 Bedroom Detached Duplex,chevron lekki lagos,Detached,1500000000,300000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Lovely 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,225000000,112500000,2,2,High,07/02/2026,18/02/2026,2026-02,Lagos
Contemporary 5 Bedroom Detached Duplex,ologolo lekki lagos,Detached,290000000,58000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
2 Acres Of Industrial Land,opposite british american tobacco ibadan oyo,land,200000000,0,0,0,High,26/09/2025,18/02/2026,2025-09,Oyo
Stunning 5 Bedroom Detached Duplex,orchid lekki lagos,Detached,385000000,77000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Newly Built 3 Bedroom Apartment,lekki lagos,Flat/Apartment,500000000,166666667,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Lovely 4 Bedroom Semi Detached Duplex,ajah lagos,Detached,200000000,50000000,4,4,High,02/02/2026,18/02/2026,2026-02,Lagos
Lovely 4 Bedroom Detached Duplex,ajah lagos,Detached,175000000,43750000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 3 Bedroom Semi Detached Duplex,ajah lagos,Detached,100000000,33333333,3,3,High,03/02/2026,18/02/2026,2026-02,Lagos
Beautiful 5 Bedroom Detached Duplex,ikoyi lagos,Detached,3500000000,700000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 4 Bedroom Detached Duplex,orchid lekki lagos,Detached,250000000,62500000,4,4,High,07/02/2026,18/02/2026,2026-02,Lagos
Lovely 5 Bedroom Detached Duplex,2nd toll gate lekki lagos,Detached,500000000,100000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Serviced 3 Bedroom Apartments,ikoyi lagos,Flat/Apartment,1600000000,533333333,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Massive 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,250000000,125000000,2,2,High,06/02/2026,18/02/2026,2026-02,Lagos
Affordable 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,120000000,60000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Detached Duplex,sangotedo ajah lagos,Detached,400000000,80000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Serviced 2 Bedroom Apartment,freedom way lekki lagos,Flat/Apartment,280000000,140000000,2,2,High,05/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Detached Duplex,lekki phase 1 lekki lagos,Detached,700000000,140000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Contemporary 5 Bedroom Detached Duplex,ikate lekki lagos,Detached,700000000,140000000,5,5,High,06/02/2026,18/02/2026,2026-02,Lagos
Massive 3 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,400000000,133333333,3,3,High,06/02/2026,18/02/2026,2026-02,Lagos
Fully Serviced 4 Bedroom Detached Duplex,orchid lekki lagos,Detached,320000000,80000000,4,4,High,07/02/2026,18/02/2026,2026-02,Lagos
Contemporary 3 Bedroom Terrace Duplex,ikota lekki lagos,Terraced,140000000,46666667,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Lovely 3 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,550000000,183333333,3,3,High,05/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Detached Duplex,2nd toll gate lekki lagos,Detached,450000000,90000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Newly Built 4 Bedroom Maisonette,victoria island lagos,maisonette,900000000,225000000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,220000000,110000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 4 Bedroom Terrace Duplex,lekki phase 1 lekki lagos,Terraced,600000000,150000000,4,4,High,02/02/2026,18/02/2026,2026-02,Lagos
Lovely 2 Bedroom Apartment,victoria island lagos,Flat/Apartment,550000000,275000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 3 Bedroom Apartment,victoria island lagos,Flat/Apartment,750000000,250000000,3,3,High,03/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Detached Duplex,osapa london lekki lagos,Detached,1400000000,280000000,5,5,High,02/02/2026,18/02/2026,2026-02,Lagos
Newly Built 2 Bedroom Apartment,lekki lagos,Flat/Apartment,350000000,175000000,2,2,High,05/02/2026,18/02/2026,2026-02,Lagos
Stunning 4 Bedroom Terrace Duplex,ikota lekki lagos,Terraced,150000000,37500000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Spaciously Built 2 Bedroom Apartment,lekki phase 1 lekki lagos,Flat/Apartment,350000000,175000000,2,2,High,05/02/2026,18/02/2026,2026-02,Lagos
Lovely 2 Bedroom Apartment,lekki lagos,Flat/Apartment,240000000,120000000,2,2,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 5 Bedroom Terrace Duplex,lekki phase 1 lekki lagos,Terraced,180000000,36000000,5,5,High,06/02/2026,18/02/2026,2026-02,Lagos
Lovely 3 Bedroom Terrace Duplex,lekki phase 1 lekki lagos,Terraced,550000000,183333333,3,3,High,02/02/2026,18/02/2026,2026-02,Lagos
Contemporary 5 Bedroom Detached Duplex,osapa london lekki lagos,Detached,1550000000,310000000,5,5,High,02/02/2026,18/02/2026,2026-02,Lagos
Stunning 4 Bedroom Semi Detached Duplex,ikate lekki lagos,Detached,350000000,87500000,4,4,High,06/02/2026,18/02/2026,2026-02,Lagos
Elegant 5 Bedroom Detached Duplex,chevron lekki lagos,Detached,450000000,90000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Aesthetically Built 5 Bedroom Detached Duplex,osapa london lekki lagos,Detached,1550000000,310000000,5,5,High,05/02/2026,18/02/2026,2026-02,Lagos
Lovely 4 Bedroom Detached Duplex,ikota lekki lagos,Detached,360000000,90000000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Massive 5 Bedroom Detached Duplex,ikota lekki lagos,Detached,450000000,112500000,4,4,High,05/02/2026,18/02/2026,2026-02,Lagos
Contemporary 5 Bedroom Terrace Duplex,banana island ikoyi lagos,Terraced,1100000000,220000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Affordable 1 Bedroom Apartment,ikate lekki lagos,Flat/Apartment,100000000,100000000,1,1,High,03/02/2026,18/02/2026,2026-02,Lagos
Massive 5 Bedroom Semi Detached Duplex,ajah lagos,Detached,320000000,64000000,5,5,High,03/02/2026,18/02/2026,2026-02,Lagos
Lovely 5 Bedroom Detached Duplex,lekki phase 1 lekki lagos,Detached,1500000000,300000000,5,5,High,02/02/2026,18/02/2026,2026-02,Lagos
Exquisite 4 Bedroom Terrace Duplex,ikota lekki lagos,Terraced,160000000,40000000,4,4,High,03/02/2026,18/02/2026,2026-02,Lagos
Stunning 5 Bedroom Maisonette,banana island ikoyi lagos,5 bedroom,2800000000,560000000,5,5,High,02/02/2026,18/02/2026,2026-02,Lagos
Ultra Luxury 3 Bedroom Apartment With Bq,banana island ikoyi lagos,Flat/Apartment,1800000000,600000000,3,4,High,11/02/2026,18/02/2026,2026-02,Lagos
2 Plots Of Land,avu off ph road close to umuguma worldbank owerri imo,land,35000000,0,0,0,Mid,08/01/2026,18/02/2026,2026-01,Imo
Self Serviced 5 Bedroom Semi Detached Duplex With Bq,"banana island estate, ikoyi lagos",Detached,80000000,16000000,5,5,High,30/12/2025,18/02/2026,2025-12,Lagos
Premium Newly Built 1 Bedroom Apartment,oniru victoria island lagos,Flat/Apartment,195000000,195000000,1,2,High,15/02/2026,18/02/2026,2026-02,Lagos
2 Plots Of Land,umoku avu owerri imo,land,26000000,0,0,0,Mid,22/12/2025,18/02/2026,2025-12,Imo
4 Plots Measures 200feet By 100feet,by akanawu estate uborji okuku owerri imo,land,8000000,0,0,0,Low,30/12/2025,18/02/2026,2025-12,Imo
500 Sqm Water View Plot Of Land,park view extention parkview estate ikoyi lagos,land,750000000,0,0,0,High,13/02/2026,18/02/2026,2026-02,Lagos
Land,one plot of land on 3 sides full fence advantage. owerri imo,land,14000000,0,0,0,Mid,22/12/2025,18/02/2026,2025-12,Imo
Surveyed One & Half Plots Of Land,avu amakabo close to umuguma world bank owerri imo,land,21000000,0,0,0,Mid,20/12/2025,18/02/2026,2025-12,Imo
Full Plot Of Land With Fenced,avu amakabo by the missionary school owerri imo,land,13000000,0,0,0,Mid,12/01/2026,18/02/2026,2026-01,Imo
Luxury 4 Bedroom Semi Detached Duplex,okohia estate off dreamland hotel world bank owerri imo,Detached,180000000,45000000,4,5,High,23/12/2025,18/02/2026,2025-12,Imo
4 Bedroom Detached Duplex,"amakohia pocket layout, along dss road, owerri imo",Detached,250000000,62500000,4,5,High,30/12/2025,18/02/2026,2025-12,Imo
Land,umoku avu close to umuguma world bank owerri imo,land,16000000,0,0,0,Mid,22/12/2025,18/02/2026,2025-12,Imo
"Waterfront Mini Estate, 5 Units Of 5 Bedroom Mansions",banana island ikoyi lagos,Flat/Apartment,37500000000,3750000000,10,10,High,09/02/2026,18/02/2026,2026-02,Lagos
4 Bedroom Maisonette,bourdillon ikoyi lagos,maisonette,7500000000,1875000000,4,6,High,26/12/2025,18/02/2026,2025-12,Lagos
Luxury 2 Bedroom Flat,lekki phase 1 lekki lagos,Flat/Apartment,330000000,165000000,2,2,High,20/01/2026,18/02/2026,2026-01,Lagos
4 Bedroom Semi Detached Duplex,orchid road chevron toll gate lekki lagos,Detached,300000000,75000000,4,4,High,24/01/2026,18/02/2026,2026-01,Lagos
Pristine 5 Bedroom Detached Duplex With Pool And Bq,chevron tollgate chevron toll gate lekki lagos,Detached,360000000,72000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Elegant 5 Bedroom Detached House With Pool & Bq,chevron lekki lagos,Detached,600000000,120000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Cozy & Vibrant 2 Bedroom Apartment With Bq,ikate ikate lekki lagos,Flat/Apartment,160000000,80000000,2,2,High,07/02/2026,18/02/2026,2026-02,Lagos
Charming 5 Bedroom Detached Duplex With Pool And Bq,chevron lekki lagos,Detached,480000000,96000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Exquisite 5 Bedroom Detached Duplex With Pool & Bq,chevron alternative route lekki lagos,Detached,480000000,96000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Brand New & Luxury 2 Bedroom Apartment,oniru oniru victoria island lagos,Flat/Apartment,305000000,152500000,2,2,High,07/02/2026,18/02/2026,2026-02,Lagos
Brand New 4 Bedroom Terrace Duplex With Bq,off freedom way freedom way lekki lagos,Terraced,385000000,77000000,5,5,High,20/01/2026,18/02/2026,2026-01,Lagos
Luxurious 5 Bedroom Detached Duplex With Cinema & Pool,chevron chevron lekki lagos,Detached,720000000,144000000,5,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Amazing And Lovely 3 Bedroom Semi Detached,madam cellular estate agungi lekki lagos,Detached,8000000,2666667,3,3,Low,07/02/2026,18/02/2026,2026-02,Lagos
Lovely Three (3) Bedroom Apartment With Bq,ikate ikate lekki lagos,Flat/Apartment,200000000,66666667,3,3,High,07/02/2026,18/02/2026,2026-02,Lagos
2/3beds Apartments...,"alausa height, alausa ikeja lagos",Flat/Apartment,170000000,85000000,2,3,High,13/10/2025,18/02/2026,2025-10,Lagos
5bed+ Bq..,ikeja gra ikeja lagos,5 bedroom,1900000000,380000000,5,6,High,14/11/2025,18/02/2026,2025-11,Lagos
5bed Detached+bq,magodo gra phase 2 kosofe ikosi lagos,Detached,580000000,116000000,5,6,High,11/01/2026,18/02/2026,2026-01,Lagos
5bed Detached+bq..,ikoyi lagos,Detached,4500000000,900000000,5,6,High,16/01/2026,18/02/2026,2026-01,Lagos
5bed Detached+bq..,adeniyi jones ikeja lagos,Detached,650000000,130000000,5,6,High,31/12/2025,18/02/2026,2025-12,Lagos
5bed Detached+bq..,shonibare estate maryland lagos,Detached,1200000000,240000000,5,6,High,12/12/2025,18/02/2026,2025-12,Lagos
5bed Detached+bq..,omole phase 1 ojodu lagos,Detached,700000000,140000000,5,6,High,28/10/2025,18/02/2026,2025-10,Lagos
4bed Apartment+bq,banana island ikoyi lagos,Flat/Apartment,2250000000,562500000,4,5,High,07/02/2026,18/02/2026,2026-02,Lagos
Furnished 3bed+bq..,ikeja gra ikeja lagos,maisonette,550000000,183333333,3,4,High,16/12/2025,18/02/2026,2025-12,Lagos
Serviced 3bed +bq!!!,banana island ikoyi lagos,maisonette,850000000,283333333,3,4,High,14/08/2025,18/02/2026,2025-08,Lagos
5bed Detached+bq..,ikeja gra ikeja lagos,Detached,1200000000,240000000,5,6,High,16/01/2026,18/02/2026,2026-01,Lagos
5bed Penthouse+bq,ikoyi lagos,penthouse,3500000000,700000000,5,6,High,08/08/2025,18/02/2026,2025-08,Lagos
12units Of 2beds..,"sawmill axis, ifako gbagada gbagada lagos",Flat/Apartment,85000000,42500000,2,3,High,28/11/2025,18/02/2026,2025-11,Lagos
5bed Penthouse+bq..,ikoyi lagos,penthouse,2500000000,500000000,5,6,High,01/04/2025,18/02/2026,2025-04,Lagos
5bed Detached+bq,omole phase 1 ojodu lagos,Detached,650000000,130000000,5,6,High,06/01/2026,18/02/2026,2026-01,Lagos
6bed Detached+bq..,banana island ikoyi lagos,Detached,5500000000,916666667,6,7,High,28/12/2025,18/02/2026,2025-12,Lagos
6bed Detached +bq..,banana island ikoyi lagos,Detached,6000000000,1000000000,6,7,High,28/08/2025,18/02/2026,2025-08,Lagos
