title,location,area_bucket,property_type,price,bedrooms,bathrooms,added_date,updated_date,month_posted,state,price_category
8 Bedroom Detached Duplex With Bq,Close To Nnpc Estate Guzape Abuja,Guzape,Detached Duplex,2500000000,8,8,23/01/2026,18/02/2026,2026-01,Abuja,High
Distress Pre Finished 3 Bedroom Apartment With Bq,"Close To Bannex Bridge, Katampe Main Abuja",Katampe,Apartment,85000000,3,3,03/11/2025,18/02/2026,2025-11,Abuja,Low
6 Units Of The Apartment On 1500sqm,Mai Jabi Jabi Abuja,Jabi,Land,1300000000,,,22/12/2025,18/02/2026,2025-12,Abuja,High
4 Bedroom Terrace Duplex,Close To Stella Marris School Life Camp Abuja,Life Camp,Terraced Duplex,230000000,4,4,04/01/2026,18/02/2026,2026-01,Abuja,Low
6 Bedroom Detached Duplex,Close To Farmers Market Maitama Abuja,Maitama,Detached Duplex,2500000000,6,6,11/09/2025,18/02/2026,2025-09,Abuja,High
3000sqm Land,Guzape Abuja,Guzape,Land,850000000,,,26/08/2025,18/02/2026,2025-08,Abuja,High
5 Bedroom Detached Duplex With Bq,National Assembly By Nepal Junction Apo Abuja,Apo,Detached Duplex,240000000,5,5,12/09/2025,18/02/2026,2025-09,Abuja,Low
5 Bedroom Duplex,Diplomatic Zone Katampe Abuja,Katampe,Duplex,350000000,5,,16/09/2025,18/02/2026,2025-09,Abuja,High
5 Units Of 6 Bedroom Detached Duplex With Bq,"Close To Vio Office, Mabushi Abuja",Mabushi,Detached Duplex,3200000000,6,6,19/08/2025,18/02/2026,2025-08,Abuja,High
5 Bedroom Flat,Minister's Hill Maitama Maitama Abuja,Maitama,Flat,2000000000,5,5,18/11/2025,18/02/2026,2025-11,Abuja,High
Newly Built 4 Bedroom Terraced Duplex With Bq,Gudu Apo Abuja,Gaduwa Axis,Terraced Duplex,245000000,4,4,15/10/2025,18/02/2026,2025-10,Abuja,Low
House,Garki 2 Abuja,Garki,House,9500000000,,,08/10/2025,18/02/2026,2025-10,Abuja,High
Distress Cofo Land Size 9000sqm,Guzape Bala Guzape Abuja,Guzape,Land,1000000000,,,07/08/2025,18/02/2026,2025-08,Abuja,High
5 Bedroom Detached Duplex +penthouse,Main Gwarinpa Abuja,Gwarinpa,Penthouse,450000000,5,5,16/08/2025,18/02/2026,2025-08,Abuja,High
6 Units Of 3 Bedrooms Flat,Close To Zarthet Wuye Abuja,Wuye,Flat,650000000,3,,01/09/2025,18/02/2026,2025-09,Abuja,High
Pre Finished 3 Bedroom Flat,Main Jabi Abuja,Jabi,Flat,85000000,3,3,15/10/2025,18/02/2026,2025-10,Abuja,Low
5 Bedroom Detached Duplex With 1 Bq,"Close To Sunnyvale, Lokogoma Abuja",Gaduwa Axis,Detached Duplex,475000000,5,5,06/01/2026,18/02/2026,2026-01,Abuja,High
Newly Built 4 Bedroom Terraced Duplex With Bq,"Gilmore, Jahi Abuja",Jahi,Terraced Duplex,250000000,4,4,15/10/2025,18/02/2026,2025-10,Abuja,Low
5 Bedroom Detached Duplex +bq,Close To Next Cash And Carry Mabushi Abuja,Mabushi,Detached Duplex,500000000,5,6,07/12/2025,18/02/2026,2025-12,Abuja,High
4 Bedroom Semi Detached Duplex,Main Katampe Main Abuja,Katampe,Semi-Detached Duplex,200000000,4,5,28/09/2025,18/02/2026,2025-09,Abuja,Low
4 Bedroom Terrace Duplex With Bq,Close To Fairview School Guzape Abuja,Guzape,Terraced Duplex,370000000,4,4,18/02/2026,18/02/2026,2026-02,Abuja,High
4 Bedroom Detached Bungalow With Bq,By Cedar Crest Hospital Apo Abuja,Apo,Bungalow,145000000,4,4,02/01/2026,18/02/2026,2026-01,Abuja,Low
Land,Close To Nnpc Estate Wuye Abuja,Wuye,Land,4500000000,,,05/12/2025,18/02/2026,2025-12,Abuja,High
4 Units Of 3 Bedroom & 2 Units Of 2 Bedroom With Bq,Close To Lake View Jabi Abuja,Jabi,House,3500000000,3,,19/12/2025,18/02/2026,2025-12,Abuja,High
4.40hactares Of Housing Estate Land,Apo Wasa Apo Abuja,Apo,Land,550000000,,,15/10/2025,18/02/2026,2025-10,Abuja,High
7 Units Of 3 Bedroom Terraced Duplex With Bq,"Diplomatic Zone, Katampe Extension Katampe Abuja",Katampe,Terraced Duplex,1600000000,3,,09/01/2026,18/02/2026,2026-01,Abuja,High
4 Bedroom Duplex Caracas Bq,Lokogoma Abuja,Lokogoma,Duplex,130000000,4,4,15/08/2025,18/02/2026,2025-08,Abuja,Low
4 Bedroom Terraced Duplex,Off Amazon Maitama Abuja,Maitama,Terraced Duplex,900000000,4,4,25/01/2026,18/02/2026,2026-01,Abuja,High
6 Bedroom Detached Duplex With 2 Bq,"Close To Queen Estate, Gwarinpa Abuja",Gwarinpa,Detached Duplex,410000000,5,5,03/09/2025,18/02/2026,2025-09,Abuja,High
7 Bedroom Flat,Opposite Maitama Katampe Main Abuja,Maitama,Flat,750000000,7,7,25/01/2026,18/02/2026,2026-01,Abuja,High
5 Bedroom Detached Duplex With Bq,Main Gwarinpa Abuja,Gwarinpa,Detached Duplex,400000000,5,5,26/01/2026,18/02/2026,2026-01,Abuja,High
Furnished 4 Bedroom Terraced Duplex With Bq,Close To Turkey Hospital Idu Abuja,Idu,Terraced Duplex,140000000,4,4,06/01/2026,18/02/2026,2026-01,Abuja,Low
5 Bedroom Detached Duplex With Bq,Close To Turkey Hospital Idu Abuja,Idu,Detached Duplex,340000000,5,5,23/01/2026,18/02/2026,2026-01,Abuja,High
Plaza,On Major Road Wuse 2 Abuja,Wuse,Commercial Property,9000000000,,,30/09/2025,18/02/2026,2025-09,Abuja,High
5 Bedroom Detached Duplex,National Assembly Quarters Zone C Apo Abuja,Apo,Detached Duplex,350000000,5,5,11/09/2025,18/02/2026,2025-09,Abuja,High
7 Bedroom Flats,Close To Peace Setters School Guzape Abuja,Guzape,Flat,3000000000,7,7,17/12/2025,18/02/2026,2025-12,Abuja,High
4 Bedroom Terrace Duplex +1 Room Bq,American International School Durumi Abuja,Durumi,Terraced Duplex,250000000,4,4,08/12/2025,18/02/2026,2025-12,Abuja,Low
7 Units Of 2 Bedroom Flat,Main Mabushi Abuja,Mabushi,Flat,500000000,2,,26/09/2025,18/02/2026,2025-09,Abuja,High
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,Main Gwarinpa Abuja,Gwarinpa,Semi-Detached Duplex,550000000,4,,28/09/2025,18/02/2026,2025-09,Abuja,High
4 Bedroom Detached Bungalow + 2 Bedroom Bungalow Bq,Close To Ebeano Suppermarket Lokogoma Abuja,Lokogoma,Bungalow,240000000,4,4,11/11/2025,18/02/2026,2025-11,Abuja,Low
Land,Close To Vio Mabushi Abuja,Mabushi,Land,400000000,,,02/12/2025,18/02/2026,2025-12,Abuja,High
Newly Built 4 Bedroom Terraced Duplex With Bq,"Close To Old Cbn, Garki 2 Abuja",Garki,Terraced Duplex,240000000,4,4,15/10/2025,18/02/2026,2025-10,Abuja,Low
2730sqm Land,"Very Close To Nnpc, Guzape Abuja",Guzape,Land,1500000000,,,17/09/2025,18/02/2026,2025-09,Abuja,High
8 Bedroom Flat,Close To Rita Lori Garki 2 Abuja,Garki,Flat,650000000,8,8,14/08/2025,18/02/2026,2025-08,Abuja,High
9 Bedroom Mansion+2 Room Guesthouse,Main Maitama Abuja,Maitama,House,9000000000,9,9,10/09/2025,18/02/2026,2025-09,Abuja,High
5 Bedroom Detached Duplex,Behind Vio Mabushi Abuja,Mabushi,Detached Duplex,650000000,5,5,16/09/2025,18/02/2026,2025-09,Abuja,High
6 Bedroom Detached Duplex,Main Life Camp Abuja,Life Camp,Detached Duplex,265000000,6,6,08/09/2025,18/02/2026,2025-09,Abuja,High
Newly Built 5 Bedroom Detached Duplex,Main Lokogoma Abuja,Lokogoma,Detached Duplex,350000000,5,5,05/09/2025,18/02/2026,2025-09,Abuja,High
11 Bedroom Mansion And 1 Bedroom Guest Chalet With Bq,"Close To Ecowas, Asokoro Abuja",Asokoro,House,4000000000,10,10,06/01/2026,18/02/2026,2026-01,Abuja,High
9 Bedroom Mansion With 2 Bq,"Efab Metropolis, Gwarinpa Abuja",Gwarinpa,House,750000000,9,9,03/09/2025,18/02/2026,2025-09,Abuja,High
Luxurious 5 Bedroom Semi Detached Duplex Bq,"Close To Rock View Hotel, Wuse 2 Abuja",Wuse,Semi-Detached Duplex,750000000,5,5,30/10/2025,18/02/2026,2025-10,Abuja,High
Luxurious 3 Bedroom Apartment With Bq,Prince And Princess Estate Kaura (games Village) Abuja,Kaura,Apartment,280000000,3,3,16/12/2025,18/02/2026,2025-12,Abuja,High
6 Bedroom Fully Detached Duplex With 2 Bq,"Zone 7 By Nafdac, Wuse 1 Abuja",Wuse,Detached Duplex,700000000,6,6,09/08/2025,18/02/2026,2025-08,Abuja,High
6 Bedroom Detached Duplex With Cinema + Elevator,Guzape Abuja,Guzape,Detached Duplex,4000000000,7,7,27/01/2026,18/02/2026,2026-01,Abuja,High
5 Bedroom Detached Duplex With Swimming Pool,Guzape Abuja,Guzape,Detached Duplex,2200000000,5,5,21/01/2026,18/02/2026,2026-01,Abuja,High
Automated 5 Bedroom Terraced Duplex With Bq,Wuye Abuja,Wuye,Terraced Duplex,500000000,4,5,26/11/2025,18/02/2026,2025-11,Abuja,High
Newly Built 1 Bedroom Apartment,Jahi Abuja,Jahi,Flat,90000000,1,1,19/01/2026,18/02/2026,2026-01,Abuja,Low
Newly Built 5 Bedroom Detached Duplex With Bq,By Navy Quaters Jahi Abuja,Jahi,Detached Duplex,850000000,5,5,13/11/2025,18/02/2026,2025-11,Abuja,High
5 Bedroom Detached Duplex With Bq,Diplomatic Zone Katampe Extension Katampe Abuja,Katampe,Detached Duplex,1500000000,5,5,27/11/2025,18/02/2026,2025-11,Abuja,High
Massive 5 Bedroom Detached Duplex With Elevator Shaft,Apo Resettlement Apo Abuja,Apo,Detached Duplex,580000000,5,5,09/02/2026,18/02/2026,2026-02,Abuja,High
5 Bedroom Detached Duplex With Swimming Pool,Guzape Abuja,Guzape,Detached Duplex,800000000,5,5,18/11/2025,18/02/2026,2025-11,Abuja,High
5 Bedroom Detached Duplex With Bq,Guzape Abuja,Guzape,Detached Duplex,800000000,5,5,28/01/2026,18/02/2026,2026-01,Abuja,High
6 Bedroom Detached Duplex With Elevator,Katampe Extension Katampe Abuja,Katampe,Detached Duplex,1500000000,6,6,01/02/2026,18/02/2026,2026-02,Abuja,High
5 Bedroom Detached Duplex,Guzape Abuja,Guzape,Detached Duplex,1500000000,5,5,23/01/2026,18/02/2026,2026-01,Abuja,High
5 Bedroom Terrace Duplex In An Elite Estate,By Coza Church Guzape Abuja,Guzape,Terraced Duplex,1500000000,5,5,27/01/2026,18/02/2026,2026-01,Abuja,High
Affordable 4 Bedroom Terraced Duplex With Bq,Wuye Abuja,Wuye,Terraced Duplex,310000000,4,4,26/11/2025,18/02/2026,2025-11,Abuja,High
4 Bedroom Terrace Duplex,Jahi By Navy Quaters Jahi Abuja,Jahi,Terraced Duplex,350000000,4,4,22/12/2025,18/02/2026,2025-12,Abuja,High
Luxury 5 Bedroom Terraced Duplex With Elevator,"Jahi By Gilmore, Jahi Abuja",Jahi,Terraced Duplex,600000000,5,5,19/01/2026,18/02/2026,2026-01,Abuja,High
Luxury 6 Bedroom Detached Duplex With Elevator,"Market Square, Kado Abuja",Kado,Detached Duplex,1000000000,6,6,08/10/2025,18/02/2026,2025-10,Abuja,High
Newly Built 4 Bedroom Detached Duplex With Bq,Maitama Abuja,Maitama,Detached Duplex,1500000000,4,4,15/02/2026,18/02/2026,2026-02,Abuja,High
5 Bedroom Detached Duplex With Elevator Shaft,Katampe Extension Katampe Abuja,Katampe,Detached Duplex,1400000000,5,5,25/01/2026,18/02/2026,2026-01,Abuja,High
Massive 4 Bedroom Terrace Duplex ( Semi Finished),Mabushi Abuja,Mabushi,Terraced Duplex,380000000,4,4,05/02/2026,18/02/2026,2026-02,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Aso Drive Maitama Abuja,Maitama,Terraced Duplex,900000000,4,4,12/11/2025,18/02/2026,2025-11,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Katampe Extension Katampe Abuja,Katampe,Terraced Duplex,650000000,4,4,31/01/2026,18/02/2026,2026-01,Abuja,High
Luxury 4 Bedroom Terrace Duplex,Utako Abuja,Utako,Terraced Duplex,350000000,4,4,24/11/2025,18/02/2026,2025-11,Abuja,High
Massive 5 Bedroom Detached Duplex With Swimming Pool,Guzape Abuja,Guzape,Detached Duplex,1700000000,5,5,22/01/2026,18/02/2026,2026-01,Abuja,High
4 Bedroom Semi Detached Duplex With Bq,Kado Abuja,Kado,Semi-Detached Duplex,360000000,4,4,25/01/2026,18/02/2026,2026-01,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Guzape Abuja,Guzape,Terraced Duplex,500000000,4,4,23/01/2026,18/02/2026,2026-01,Abuja,High
5 Bedroom Detached Duplex With Elevator + Cinema,Diplomatic Zone Katampe Abuja,Katampe,Detached Duplex,1600000000,5,5,21/10/2025,18/02/2026,2025-10,Abuja,High
6 Bedroom Detached Duplex,Diplomatic Zone Katampe Extension Katampe Abuja,Katampe,Detached Duplex,2000000000,6,6,24/01/2026,18/02/2026,2026-01,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Asokoro Abuja,Asokoro,Terraced Duplex,600000000,4,4,19/11/2025,18/02/2026,2025-11,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Maitama Main Maitama Abuja,Maitama,Terraced Duplex,800000000,4,4,08/10/2025,18/02/2026,2025-10,Abuja,High
6 Bedroom Detached Duplex With Basement,By Coza Church Guzape Abuja,Guzape,Detached Duplex,1100000000,6,6,23/10/2025,18/02/2026,2025-10,Abuja,High
4200sqm Plot With Building Approval,Katampe Extension Katampe Abuja,Katampe,Land,3500000000,,,23/01/2026,18/02/2026,2026-01,Abuja,High
Newly Built 5 Bedroom Semi Detached Duplex,Mabushi Abuja,Mabushi,Semi-Detached Duplex,330000000,5,5,25/01/2026,18/02/2026,2026-01,Abuja,High
Semi Finished 6 Bedroom Detached Duplex With Elevator,Mabushi Abuja,Mabushi,Detached Duplex,850000000,6,6,26/01/2026,18/02/2026,2026-01,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Mabushi Abuja,Mabushi,Terraced Duplex,300000000,4,4,10/11/2025,18/02/2026,2025-11,Abuja,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Jahi Abuja,Jahi,Terraced Duplex,500000000,4,4,19/01/2026,18/02/2026,2026-01,Abuja,High
700sqm Estate Plot At Nnpc By Ochacho Life Camp,Life Camp Life Camp Abuja,Life Camp,Land,110000000,,,04/02/2026,18/02/2026,2026-02,Abuja,Low
Newly Built And Spacious 3 Bedroom Apartment,News Engineering Dawaki Dawaki Abuja,Dawaki,Apartment,125000000,3,3,22/11/2025,18/02/2026,2025-11,Abuja,Low
Luxurious 5 Bedroom Duplex With Bq,"Efab Estate Karsana District, Karsana Abuja",Karsana,Duplex,750000000,5,5,19/10/2025,18/02/2026,2025-10,Abuja,High
Land,"Life Camp In Nnpc Estate, Life Camp Abuja",Life Camp,Land,85000000,,,24/10/2025,18/02/2026,2025-10,Abuja,Low
Land,Jahi By Aduve International School Jahi Abuja,Jahi,Land,750000000,,,07/12/2025,18/02/2026,2025-12,Abuja,High
Newly Built 6 Bedroom Detached Duplex With Bq,Kado Kado Abuja,Kado,Detached Duplex,1000000000,6,6,21/10/2025,18/02/2026,2025-10,Abuja,High
Exquisite And Luxurious 6bedroom With Bq,Katampe Ext Diplomatic Zone Katampe Extension Katampe Abuja,Katampe,House,750000000,6,6,09/02/2026,18/02/2026,2026-02,Abuja,High
Distress Sale Of 8 Units Of 2 Bedroom Apartment,Gwarinpa Abuja,Gwarinpa,Apartment,650000000,2,2,15/12/2025,18/02/2026,2025-12,Abuja,High
A Flat Land,69road Gwarinpa Abuja,Gwarinpa,Land,450000000,,,16/01/2026,18/02/2026,2026-01,Abuja,High
A Beautiful And Spacious 5bedroom With Bq,Karsana Efab Metropolis Karsana Abuja,Karsana,House,550000000,5,5,08/02/2026,18/02/2026,2026-02,Abuja,High
8 Bedroom Automated Detached With Bq,Wuse 2 Abuja,Wuse,House,3000000000,8,8,21/10/2025,18/02/2026,2025-10,Abuja,High
Beautiful 4 Bedroom Bungalow With Bq,Life Camp Abuja,Life Camp,Bungalow,270000000,4,4,28/11/2025,18/02/2026,2025-11,Abuja,High
6 Units Of 3 Bedroom Flat,"Main Wuye, Wuye Abuja",Wuye,Flat,1300000000,3,3,15/12/2025,18/02/2026,2025-12,Abuja,High
Newly Built 4 Bedroom Terraced Duplex With Bq,Gwarimpa 6avenue Gwarinpa Abuja,Gwarinpa,Terraced Duplex,200000000,4,4,24/10/2025,18/02/2026,2025-10,Abuja,Low
3 Bedroom Detached Bungalow With 1 Bq,In An Estate Life Camp Abuja,Life Camp,Bungalow,135000000,3,3,16/10/2025,18/02/2026,2025-10,Abuja,Low
Plot Of Land,Guzape Abuja,Guzape,Land,2500000000,,,04/02/2026,18/02/2026,2026-02,Abuja,High
5 Bedroom Detached Duplex With Bq,Apo Resettlement Apo Abuja,Apo,Detached Duplex,320000000,5,5,04/02/2026,18/02/2026,2026-02,Abuja,High
3 Bedroom Apartment,Katampe Abuja,Katampe,Flat,190000000,3,3,04/02/2026,18/02/2026,2026-02,Abuja,Low
3 Bedroom Terrace Duplex With Bq,Lokogoma Abuja,Lokogoma,Terraced Duplex,105000000,3,3,02/02/2026,18/02/2026,2026-02,Abuja,Low
Plot Of Land,Wuye Abuja,Wuye,Land,8000000000,,,04/02/2026,18/02/2026,2026-02,Abuja,High
4 Bedroom Terrace Duplex With Bq,Jahi Abuja,Jahi,Terraced Duplex,250000000,4,4,04/02/2026,18/02/2026,2026-02,Abuja,Low
"Plot Size 1,527m2 + 200m2 Extension Land",Maitama Abuja,Maitama,Land,3500000000,,,30/01/2026,18/02/2026,2026-01,Abuja,High
Residential Land,Idu Abuja,Idu,Land,1200000000,,,10/01/2026,18/02/2026,2026-01,Abuja,High
4 Bedroom Duplex,Durumi Abuja,Durumi,Duplex,200000000,4,4,18/01/2026,18/02/2026,2026-01,Abuja,Low
Hotel,Mabushi Abuja,Mabushi,Commercial Property,2500000000,10,,18/01/2026,18/02/2026,2026-01,Abuja,High
3bedroom Duplex For Sale,Palm Beach Estate Ushafa Abuja,Bwari Axis,Duplex,130000000,3,3,19/01/2026,18/02/2026,2026-01,Abuja,Low
Smart Mansion,Asokoro Abuja,Asokoro,House,5000000000,8,8,08/01/2026,18/02/2026,2026-01,Abuja,High
6 Units Of 3 Bedroom Flat With Bq,Zone 4 Wuse 1 Abuja,Wuse,Flat,2500000000,3,3,10/01/2026,18/02/2026,2026-01,Abuja,High
Brand New 4 Bedroom Flat,Kaura (games Village) Abuja,Kaura,Flat,360000000,4,4,19/01/2026,18/02/2026,2026-01,Abuja,High
Multipurpose Plot Of Land,Jabi Abuja,Jabi,Land,3000000000,,,30/01/2026,18/02/2026,2026-01,Abuja,High
4 Bedroom Terrace Duplex,Kaura (games Village) Abuja,Kaura,Terraced Duplex,165000000,4,4,12/01/2026,18/02/2026,2026-01,Abuja,Low
Smart Home,Kukwaba Abuja,Kukwaba,House,550000000,6,6,19/01/2026,18/02/2026,2026-01,Abuja,High
Blocks Of Flats,Kukwaba Abuja,Kukwaba,Block Of Flats,110000000,3,3,12/01/2026,18/02/2026,2026-01,Abuja,Low
3 Bedroom Block Of Flat,Nigerian Immigration Service Kuje Abuja,Kuje,Flat,40000000,3,3,14/01/2026,18/02/2026,2026-01,Abuja,Low
4 Bedroom Terraced Duplex With Bq,Gwarinpa Abuja,Gwarinpa,Terraced Duplex,130000000,4,4,14/01/2026,18/02/2026,2026-01,Abuja,Low
5 bedroom detached duplex for sale,"Gra, Asaba, Delta",Asaba,Detached Duplex,500000000,5,6,20/02/2026,20/02/2026,2026-02,Delta,High
6 bedroom detached duplex for sale,"Gra, Asaba, Delta",Asaba,Detached Duplex,600000000,6,7,19/12/2024,20/02/2026,2024-12,Delta,High
33 bedroom hotel / guest house for sale,"Asaba, Delta",Asaba,Commercial Property,350000000,33,,23/04/2025,20/02/2026,2025-04,Delta,High
5 bedroom detached duplex for sale,"Gra, By General Hospital, Asaba, Delta",Asaba,Detached Duplex,400000000,5,6,07/08/2025,20/02/2026,2025-08,Delta,High
5 bedroom terraced duplex for sale,"Asaba, Delta",Asaba,Terraced Duplex,500000000,5,6,20/02/2026,20/02/2026,2026-02,Delta,High
Residential land for sale,"Ibusa, Asaba, Delta",Asaba,Land,5500000,,,27/04/2025,23/02/2026,2025-04,Delta,Low
"For sale: 🏙 *landview City Extension, Asaba Buyback Investment Plan",Asaba Delta,Asaba,Land,20000000,,,05/01/2026,18/02/2026,2026-01,Delta,Low
"For sale: If You’re A Serious Investor Looking For A Secure, High Value Deal, This One’s Calling Your",Asaba Delta,Asaba,Land,20000000,,,20/09/2025,18/02/2026,2025-09,Delta,Low
For sale: Landview City Asaba Phase 2,"Ubulu Okiti, Delta State Asaba Delta",Asaba,Land,5000000,,,27/04/2025,18/02/2026,2025-04,Delta,Low
"For sale: *secure Your Spot At Landview City Extension, Asaba – Before Prices Rise!*",Asaba Delta,Asaba,Land,15300000,,,20/01/2025,18/02/2026,2025-01,Delta,Low
"For sale: Verified And Dry Plots, Acres Along The Tarred Road Available For Sale At Landview City Asaba",Cofo All Inclusive Land At A Strategic Area Along The Road At Ubulu Okiti Asaba Asaba Delta,Asaba,Land,30000000,,,19/03/2024,18/02/2026,2024-03,Delta,Low
For sale: The Most Affordable Land At Landview City,"Osele Uku, Asaba Delta State Asaba Delta",Asaba,Land,3000000,,,31/12/2024,18/02/2026,2024-12,Delta,Low
Land,Egberode Warri Delta,Warri,Land,5500000,,,11/01/2026,18/02/2026,2026-01,Delta,Low
Land,Beside Asaba International Airport Asaba Delta,Asaba,Land,7000000,,,11/01/2026,18/02/2026,2026-01,Delta,Low
Land,Okpe Warri Delta,Warri,Land,2500000,,,11/01/2026,18/02/2026,2026-01,Delta,Low
Land,Isieke Community Asaba Delta,Asaba,Land,10000000,,,11/01/2026,18/02/2026,2026-01,Delta,Low
Land,Issele Azagba Delta State Asaba Delta,Asaba,Land,14000000,,,11/01/2026,18/02/2026,2026-01,Delta,Low
Residential land for sale,"Riverview Lolite Estate Phase 2 Extension Before Four Corner Junction, Nkanu, Enugu",Enugu,Land,27000000,,,30/11/2025,23/02/2026,2025-11,Enugu,Low
Residential land for sale,"New Independent Layout., Enugu, Enugu",Independence Layout,Land,30000000,,,22/02/2026,22/02/2026,2026-02,Enugu,Low
4 bedroom terraced duplex for sale,"Independence Layout Phase Two, Enugu, Enugu",Independence Layout,Terraced Duplex,115000000,4,4,21/02/2026,21/02/2026,2026-02,Enugu,Low
Residential land for sale,"Hilltop Villa Riverview Lolite Estate Phase 2 Extension, Enugu, Enugu",Enugu,Land,20000000,,,24/11/2025,20/02/2026,2025-11,Enugu,Low
5 bedroom detached duplex for sale,"Valley Estate Old Gra, GRA, Enugu, Enugu",GRA,Detached Duplex,200000000,5,6,19/11/2025,20/02/2026,2025-11,Enugu,Low
5 bedroom house for sale,"Godfrey Okoye, Thinkers Corner, Enugu, Enugu",Thinkers Corner,House,180000000,5,6,27/11/2025,20/02/2026,2025-11,Enugu,Low
Residential land for sale,"Republic Estate, Independence Layout, Enugu, Enugu",Independence Layout,Land,150000000,,,28/11/2025,20/02/2026,2025-11,Enugu,Low
Mixed-use land for sale,"Inside Esut Front Gate, Nkanu, Enugu",Enugu,Land,27000000,,,02/12/2025,20/02/2026,2025-12,Enugu,Low
6 bedroom detached duplex for sale,"Golf Estate, GRA, Enugu, Enugu",GRA,Detached Duplex,160000000,6,7,27/11/2025,20/02/2026,2025-11,Enugu,Low
2 bedroom block of flats for sale,"Conraw Estate, Emene, Enugu, Enugu",Enugu,Block Of Flats,130000000,2,3,29/11/2025,20/02/2026,2025-11,Enugu,Low
Commercial land for sale,"Ogui Road, Enugu, Enugu",Enugu,Land,300000000,,,01/12/2025,19/02/2026,2025-12,Enugu,High
Residential land for sale,"Republic Estate, Independence Layout, Enugu, Enugu",Independence Layout,Land,180000000,,,02/12/2025,19/02/2026,2025-12,Enugu,Low
Residential land for sale,"Golf Annex, GRA, Enugu, Enugu",GRA,Land,50000000,,,02/12/2025,19/02/2026,2025-12,Enugu,Low
Residential land for sale,"Cbn Solar City Estate New Heaven Extention, New Haven, Enugu, Enugu",New Haven,Land,55000000,,,02/12/2025,19/02/2026,2025-12,Enugu,Low
Mixed-use land for sale,"Park Avenue, GRA, Enugu, Enugu",Enugu,Land,250000000,,,02/12/2025,19/02/2026,2025-12,Enugu,Low
Residential land for sale,"Thinkers Corner, Enugu, Enugu",Thinkers Corner,Land,40000000,,,02/12/2025,19/02/2026,2025-12,Enugu,Low
