title,location,area_bucket,property_type,price,bedrooms,bathrooms,added_date,updated_date,month_posted,state,price_category
Cozy & Vibrant 2 Bedroom Apartment With Bq,Ikate Ikate Lekki Lagos,Lekki,Flat,160000000,2,2,07/02/2026,18/02/2026,2026-02,Lagos,Low
Exquisite 5 Bedroom Detached Duplex With Pool & Bq,Chevron Alternative Route Lekki Lagos,Lekki,Detached Duplex,480000000,5,5,07/02/2026,18/02/2026,2026-02,Lagos,High
Brand New & Luxury 2 Bedroom Apartment,Oniru Oniru Victoria Island Lagos,Victoria Island,Flat,305000000,2,2,07/02/2026,18/02/2026,2026-02,Lagos,High
Brand New 4 Bedroom Terrace Duplex With Bq,Off Freedom Way Freedom Way Lekki Lagos,Lekki,Terraced Duplex,385000000,5,5,20/01/2026,18/02/2026,2026-01,Lagos,High
Luxurious 5 Bedroom Detached Duplex With Cinema & Pool,Chevron Chevron Lekki Lagos,Lekki,Detached Duplex,720000000,5,5,07/02/2026,18/02/2026,2026-02,Lagos,High
Lovely Three (3) Bedroom Apartment With Bq,Ikate Ikate Lekki Lagos,Lekki,Flat,200000000,3,3,07/02/2026,18/02/2026,2026-02,Lagos,Low
2/3beds Apartments...,"Alausa Height, Alausa Ikeja Lagos",Ikeja,Flat,170000000,2,3,13/10/2025,18/02/2026,2025-10,Lagos,Low
5bed+ Bq..,Ikeja Gra Ikeja Lagos,Ikeja,House,1900000000,5,6,14/11/2025,18/02/2026,2025-11,Lagos,High
5bed Detached+bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos,Ikeja,House,580000000,5,6,11/01/2026,18/02/2026,2026-01,Lagos,High
5bed Detached+bq..,Ikoyi Lagos,Ikoyi,House,4500000000,5,6,16/01/2026,18/02/2026,2026-01,Lagos,High
5bed Detached+bq..,Adeniyi Jones Ikeja Lagos,Ikeja,House,650000000,5,6,31/12/2025,18/02/2026,2025-12,Lagos,High
5bed Detached+bq..,Shonibare Estate Maryland Lagos,Ikeja,House,1200000000,5,6,12/12/2025,18/02/2026,2025-12,Lagos,High
5bed Penthouse+bq,Shonibare Estate Maryland Lagos,Ikeja,Penthouse,1200000000,5,6,21/10/2025,18/02/2026,2025-10,Lagos,High
Furnished 3bed+bq..,Ikeja Gra Ikeja Lagos,Ikeja,Flat,550000000,3,4,16/12/2025,18/02/2026,2025-12,Lagos,High
Serviced 3bed +bq!!!,Banana Island Ikoyi Lagos,Ikoyi,Flat,850000000,3,4,14/08/2025,18/02/2026,2025-08,Lagos,High
5bed Detached+bq..,Ikeja Gra Ikeja Lagos,Ikeja,House,1200000000,5,6,16/01/2026,18/02/2026,2026-01,Lagos,High
5bed Penthouse+bq,Ikoyi Lagos,Ikoyi,Penthouse,3500000000,5,6,08/08/2025,18/02/2026,2025-08,Lagos,High
12units Of 2beds..,"Sawmill Axis, Ifako Gbagada Gbagada Lagos",Mainland,Flat,85000000,2,3,28/11/2025,18/02/2026,2025-11,Lagos,Low
5bed Penthouse+bq..,Ikoyi Lagos,Ikoyi,Penthouse,2500000000,5,6,01/04/2025,18/02/2026,2025-04,Lagos,High
5bed Detached+bq,Omole Phase 1 Ojodu Lagos,Ikeja,House,650000000,5,6,06/01/2026,18/02/2026,2026-01,Lagos,High
6bed Detached+bq..,Banana Island Ikoyi Lagos,Ikoyi,House,5500000000,6,7,28/12/2025,18/02/2026,2025-12,Lagos,High
5bed Detached+bq..,Banana Island Ikoyi Lagos,Ikoyi,House,4500000000,5,6,14/12/2025,18/02/2026,2025-12,Lagos,High
5bed Detached+bq..,Osapa London Lekki Lagos,Lekki,House,700000000,5,6,17/11/2025,18/02/2026,2025-11,Lagos,High
3bed Apartment+ Bq!!,Banana Island Ikoyi Lagos,Ikoyi,Flat,1200000000,3,4,21/06/2025,18/02/2026,2025-06,Lagos,High
3bed Apartment+bq..,Millenuim Ups Gbagada Lagos,Mainland,Flat,150000000,3,4,17/11/2025,18/02/2026,2025-11,Lagos,Low
4 Bedroom Fully Detached Duplex With Bq,Ogba Lagos,Ikeja,Detached Duplex,250000000,4,,10/09/2025,18/02/2026,2025-09,Lagos,Low
2 Bedroom Apartment,Ologolo Lekki Lagos,Lekki,Flat,150000000,2,,13/01/2026,18/02/2026,2026-01,Lagos,Low
2 & 4 Bedroom Terrace Duplex,Orchid Lekki Lagos,Lekki,Terraced Duplex,115000000,4,,10/12/2025,18/02/2026,2025-12,Lagos,Low
5 Bedroom Fully Detached Duplex With A Bq,Orchid Lekki Lagos,Lekki,Detached Duplex,350000000,5,,27/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Detached Duplex,Chevron Lekki Lagos,Lekki,Detached Duplex,900000000,5,,14/01/2026,18/02/2026,2026-01,Lagos,High
Shop,Festac Amuwo Odofin Lagos,Festac/Ojo Axis,Commercial Property,25000000,,,20/02/2025,18/02/2026,2025-02,Lagos,Low
4 Bedroom Semi Detached Duplex With Bq,Lekki Lagos,Lekki,Semi-Detached Duplex,250000000,4,,12/12/2025,18/02/2026,2025-12,Lagos,Low
3 Bedroom Apartment,Surulere Lagos,Mainland,Apartment,60000000,1,,28/04/2025,18/02/2026,2025-04,Lagos,Low
2 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos,Lekki,Apartment,150000000,2,,21/02/2025,18/02/2026,2025-02,Lagos,Low
4 Bedroom Fully Detached Duplex With Bq,Orchid Lekki Lagos,Lekki,Detached Duplex,260000000,4,,14/01/2026,18/02/2026,2026-01,Lagos,High
Land Measuring 500sqm,Eleranigbe Ibeju Lekki Lagos,Lekki,Land,30000000,,,10/12/2025,18/02/2026,2025-12,Lagos,Low
4 Bedroom Terrace Duplex With Bq,Opebi Ikeja Lagos,Ikeja,Terraced Duplex,345000000,4,,31/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Fully Detached House,Ikoyi Ikoyi Lagos,Ikoyi,Detached Duplex,1600000000,5,5,29/01/2026,18/02/2026,2026-01,Lagos,High
4 Bedroom Terraced Duplex With A Room Bq,Oniru Victoria Island Lagos,Victoria Island,Terraced Duplex,600000000,4,4,30/01/2026,18/02/2026,2026-01,Lagos,High
8 Units Of 5 Bedroom Semi Detached Duplex,Orchid Orchid Lekki Lagos,Lekki,Semi-Detached Duplex,2000000000,5,5,29/01/2026,18/02/2026,2026-01,Lagos,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Old Ikoyi Ikoyi Lagos,Ikoyi,Terraced Duplex,1600000000,4,4,09/02/2026,18/02/2026,2026-02,Lagos,High
"1,390 Sqm Of Land",Adekunle Fajuyi Way Ikeja Gra Ikeja Lagos,Ikeja,Land,1700000000,,,05/02/2026,18/02/2026,2026-02,Lagos,High
"2,714 Sqm Of Commercial Land","Off Elephant Crment Road, Alausa Ikeja Lagos",Ikeja,Land,3500000000,,,09/01/2026,18/02/2026,2026-01,Lagos,High
Land,Agunfoye Road Igbogbo Ikorodu Lagos,Ikorodu,Land,25000000,,,15/01/2026,18/02/2026,2026-01,Lagos,Low
2 Bedroom Flat,"Beechwood Park, Sangotedo Sangotedo Lagos",Ajah,Flat,50000000,2,2,13/08/2025,18/02/2026,2025-08,Lagos,Low
4 Plots Of Land,Cmd Road Kosofe Ikosi Lagos,Kosofe Axis,Land,1900000000,,,28/12/2025,18/02/2026,2025-12,Lagos,High
4 Plots Of Commercial Land,Opebi Link Bridge Opebi Ikeja Lagos,Ikeja,Land,1200000000,,,05/02/2026,18/02/2026,2026-02,Lagos,High
A Plot Of Land,Alogba Gra Estate Ebute Ikorodu Lagos,Ikorodu,Land,35000000,,,29/01/2026,18/02/2026,2026-01,Lagos,Low
Land,"Surulere Street Behind Federal Housing Estate,ilado Igbogbo Ikorodu Lagos",Mainland,Land,25000000,,,15/01/2026,18/02/2026,2026-01,Lagos,Low
Newly Built Executive 2 Bed Flat With Pool,Less Than 2 Minutes Drive To Shop Right Monastery Road Sangotedo Lagos,Ajah,Flat,85000000,2,2,17/02/2026,18/02/2026,2026-02,Lagos,Low
Standand More Than 3 Plots Of Virgin Land,Cement Adams Obalateef Estate Mangoro Ikeja Lagos,Ikeja,Land,470000000,,,13/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built Executive 4 Bedroom Terrace,Less Than 2 Minutes Drive To Shop Right Monastery Road Sangotedo Lagos,Ajah,Terraced Duplex,120000000,4,4,17/02/2026,18/02/2026,2026-02,Lagos,Low
Block Of Flats,Gbagada Lagos,Mainland,Block Of Flats,200000000,,,23/01/2026,18/02/2026,2026-01,Lagos,Low
18 Bedroom Hotel Ikotun Lagos Mainland,Ikotun Arida Lagos Mainland Arida Egbe Idimu Lagos,Alimosho Axis,Land,150000000,,,18/09/2025,18/02/2026,2025-09,Lagos,Low
6 Units Of 3 Bedroom Flat,Ajao Estate Isolo Lagos,Isolo Axis,Flat,320000000,3,3,25/08/2025,18/02/2026,2025-08,Lagos,High
Newly Built 5 Bedroom Terraced Duplex,Ajao Estate Isolo Lagos,Isolo Axis,Terraced Duplex,260000000,5,5,26/01/2026,18/02/2026,2026-01,Lagos,High
One Acre Of Land,International Airport Rd Ikeja Lagos Mainland Airport Road(ikeja) Ikeja Lagos,Ikeja,Land,1000000000,,,17/08/2025,18/02/2026,2025-08,Lagos,High
Dry Half Plot Of Land In Isolo Ajao Estate,Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos,Isolo Axis,Land,75000000,,,17/02/2026,18/02/2026,2026-02,Lagos,Low
5bed Rooms Duplex With Pool In Isolo Ajao Estate,Ajao Estate Lagos Mainland Ajao Estate Isolo Lagos,Isolo Axis,Duplex,300000000,5,5,29/01/2026,18/02/2026,2026-01,Lagos,High
Tenant Bongalow On A Full Plot Of Land,"Idimu Road, Ejigbo Ejigbo Lagos",Others,Land,28000000,,,13/10/2025,18/02/2026,2025-10,Lagos,Low
5 Bedroom Detached Duplex,Ajao Estate Isolo Lagos,Isolo Axis,Detached Duplex,250000000,5,5,21/07/2025,18/02/2026,2025-07,Lagos,Low
Fenced Plot Of Land,Ajao Estate Isolo Lagos,Isolo Axis,Land,200000000,,,13/08/2025,18/02/2026,2025-08,Lagos,Low
5 Bedroom Duplex Detached,Ajao Estate Isolo Lagos,Isolo Axis,Detached Duplex,350000000,5,5,13/08/2025,18/02/2026,2025-08,Lagos,High
4 Bedroom Duplex In Isolo Ajao Estate,Ajao Estate Logos Mainland Ajao Estate Isolo Lagos,Isolo Axis,Duplex,170000000,4,4,23/07/2025,18/02/2026,2025-07,Lagos,Low
Shopping Complex With Warehouse In Isolo Ajao Estate,Osolo Way Ajao Estate Isolo Lagos Mainland Ajao Estate Isolo Lagos,Isolo Axis,Commercial Property,300000000,,,14/07/2025,18/02/2026,2025-07,Lagos,High
4 Units 3 Bedroom Flat With Bq,"Oke Afa Estate Lagos Mainland, Oke Afa Isolo Lagos",Isolo Axis,Flat,180000000,3,3,27/01/2026,18/02/2026,2026-01,Lagos,Low
3 Bedroom Bungalow In Jakande Estate Isolo,Jakande Estate Isolo Lagos,Lekki,Bungalow,65000000,3,3,23/07/2025,18/02/2026,2025-07,Lagos,Low
Joint Venture Development,Freedom Way Lekki Lagos,Lekki,Land,1200000000,,,28/11/2025,18/02/2026,2025-11,Lagos,High
5 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,Lekki,Semi-Detached Duplex,330000000,5,5,04/12/2025,18/02/2026,2025-12,Lagos,High
4 Bedroom Terrace Duplex,Old Ikoyi Ikoyi Lagos,Ikoyi,Terraced Duplex,1200000000,4,4,02/12/2025,18/02/2026,2025-12,Lagos,High
Land Measuring 613sqm,Orchid Lekki Lagos,Lekki,Land,231000000,,,12/12/2025,18/02/2026,2025-12,Lagos,Low
Land,Freedom Way Lekki Lagos,Lekki,Land,1000000000,,,28/11/2025,18/02/2026,2025-11,Lagos,High
2 Bedroom Furnished Apartment,Lekki Lagos,Lekki,Flat,200000000,2,3,06/02/2026,18/02/2026,2026-02,Lagos,Low
2 Bedroom Apartment,Ologolo Lekki Lagos,Lekki,Flat,120000000,2,2,29/11/2025,18/02/2026,2025-11,Lagos,Low
5 Bedroom Flat,Osapa London Lekki Lagos,Lekki,Flat,320000000,5,5,05/12/2025,18/02/2026,2025-12,Lagos,High
Luxury 4 Bedroom Semi Detached Duplex With Bq,Orchid Lekki Lagos,Lekki,Semi-Detached Duplex,180000000,4,4,23/01/2026,18/02/2026,2026-01,Lagos,Low
Automated 5 Bedroom Fully Detached Duplex With Bq,Ikota Lekki Lagos,Lekki,Detached Duplex,140000000,5,5,13/02/2026,18/02/2026,2026-02,Lagos,Low
Serviced 3 Bedroom En Suite Upstairs Flat With Bq,New Road Igbo Efon Lekki Lagos,Lekki,Flat,75000000,3,3,09/02/2026,18/02/2026,2026-02,Lagos,Low
24 Plot Of Land,Ibeju Lekki Lagos,Lekki,Land,1400000000,,,09/02/2026,18/02/2026,2026-02,Lagos,High
Land,Abijo Gra Abijo Ajah Lagos,Ajah,Land,40000000,,,11/01/2026,18/02/2026,2026-01,Lagos,Low
Land,Akodo Akodo Ise Ibeju Lekki Lagos,Lekki,Land,25000000,,,11/01/2026,18/02/2026,2026-01,Lagos,Low
Newly Built 5 Bedroom Detached Duplex,Opebi Ikeja Lagos,Ikeja,Detached Duplex,600000000,5,,28/11/2025,18/02/2026,2025-11,Lagos,High
Newly Built 4 Bedroom Terraced Duplex,Opebi Ikeja Lagos,Ikeja,Terraced Duplex,450000000,4,,28/11/2025,18/02/2026,2025-11,Lagos,High
Newly Built 5 Bedroom Fully Detached Duplex,New Oko Oba Agege Lagos,Alimosho Axis,Detached Duplex,330000000,5,,22/12/2025,18/02/2026,2025-12,Lagos,High
Newly Built 4 Bedroom Detached Duplex,Adeniyi Jones Ikeja Lagos,Ikeja,Detached Duplex,480000000,4,,22/12/2025,18/02/2026,2025-12,Lagos,High
Newly Built 4 Bedroom Duplex,Adeniyi Jones Ikeja Lagos,Ikeja,Duplex,480000000,4,,16/10/2025,18/02/2026,2025-10,Lagos,High
2 Bedroom With A Bq Apartment,Off Awolowo Way Ikeja Lagos,Ikeja,Flat,180000000,2,,22/12/2025,18/02/2026,2025-12,Lagos,Low
1 Bedroom Apartment,Off Awolowo Way Ikeja Lagos,Ikeja,Flat,120000000,1,,22/12/2025,18/02/2026,2025-12,Lagos,Low
5 Bedroom Fully Detached Duplex With Bq,Olokonla Ajah Lagos,Ajah,Detached Duplex,250000000,5,6,01/02/2026,18/02/2026,2026-02,Lagos,Low
4 Bedroom Terrace Duplex,Ikota Lekki Lagos,Lekki,Terraced Duplex,95000000,4,5,01/02/2026,18/02/2026,2026-02,Lagos,Low
4 Bedroom Semi Detached Duplex With Bq,Thomas Estate Ajah Lagos,Ajah,Semi-Detached Duplex,128000000,4,5,23/01/2026,18/02/2026,2026-01,Lagos,Low
4 Bedroom Detached Duplex,Thomas Estate Ajah Lagos,Ajah,Detached Duplex,150000000,4,5,25/01/2026,18/02/2026,2026-01,Lagos,Low
Stunning 4bedroom Terrace Duplex With Bq,Abraham Adesanya Estate Ajah Lagos,Ajah,Terraced Duplex,125000000,3,4,29/01/2026,18/02/2026,2026-01,Lagos,Low
5 Bedroom Fully Detached Duplex,Lekki Phase 1 Lekki Lagos,Lekki,Detached Duplex,1200000000,5,,10/02/2026,18/02/2026,2026-02,Lagos,High
4 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,Lekki,Detached Duplex,650000000,4,,10/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 4 Bedroom Terrace Duplex,Freedom Way Lekki Phase 1 Lekki Lagos,Lekki,Terraced Duplex,350000000,4,4,21/12/2025,18/02/2026,2025-12,Lagos,High
Newly Built 4 Bedroom Maisonette With Elevator,Mojisola Onikoyi Estate Ikoyi Lagos,Ikoyi,Maisonette,2200000000,4,4,14/02/2026,18/02/2026,2026-02,Lagos,High
Massive 4 Bedroom Terrace Duplex With Bq,Oniru Market Lekki Phase 1 Lekki Lagos,Lekki,Terraced Duplex,450000000,4,4,02/02/2026,18/02/2026,2026-02,Lagos,High
5 Bedroom Detached Duplex,2nd Toll Gate Lekki Lagos,Lekki,Detached Duplex,480000000,5,5,28/01/2026,18/02/2026,2026-01,Lagos,High
Luxury 4 Bedroom Semi Detached Duplex,"Maiyegun Beach Estate Jakande, Lekki Phase 1 Lekki Lagos",Lekki,Semi-Detached Duplex,600000000,4,4,24/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 4 Bedroom Penthouse Maisonette,Banana Island Ikoyi Lagos,Ikoyi,Penthouse,2800000000,4,4,14/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 5 Bedroom Detached Duplex With Bq,Parkview Estate Ikoyi Lagos,Ikoyi,Detached Duplex,1750000000,5,5,06/02/2026,18/02/2026,2026-02,Lagos,High
4 Bedroom Terrace Duplex With Swimming Pool,Oniru Victoria Island Lagos,Victoria Island,Terraced Duplex,700000000,4,4,14/12/2025,18/02/2026,2025-12,Lagos,High
2 Bedroom Apartment With Elevator + Pool,Oniru Victoria Island Lagos,Victoria Island,Flat,350000000,2,2,14/12/2025,18/02/2026,2025-12,Lagos,High
Newly Built 4 Bedroom Terrace Duplex,Nike Art Gallary Lekki Phase 1 Lekki Lagos,Lekki,Terraced Duplex,350000000,4,4,11/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 3 Bedroom Apartment In A Good Location,Ikate Lekki Lagos,Lekki,Flat,300000000,3,3,04/02/2026,18/02/2026,2026-02,Lagos,High
5 Bedroom Detached Duplex With Elevator + Cinema,Mojisola Onikoyi Estate Ikoyi Lagos,Ikoyi,Detached Duplex,2300000000,5,5,14/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Lekki,Flat,230000000,2,2,26/01/2026,18/02/2026,2026-01,Lagos,Low
New 2 Bedroom Apartment,Lekki Lagos,Lekki,Flat,220000000,2,2,26/01/2026,18/02/2026,2026-01,Lagos,Low
New 2 Bedroom Apartment For Sale By Costal Road,"New Coastal Road, New Road Bustop Lekki Phase 1 Lekki Lagos",Lekki,Flat,100000000,2,2,04/02/2026,18/02/2026,2026-02,Lagos,Low
New 5 Bedroom Detached Duplex With Swimming Pool,Chevron Lekki Lagos,Lekki,Detached Duplex,620000000,5,5,05/02/2026,18/02/2026,2026-02,Lagos,High
Offplan 4 Bedroom Terrace Duplex,Ikoyi Lagos,Ikoyi,Terraced Duplex,1200000000,4,4,26/01/2026,18/02/2026,2026-01,Lagos,High
New 5 Bedroom Detached Duplex,2nd Toll Gate Lekki Lagos,Lekki,Detached Duplex,450000000,4,4,29/01/2026,18/02/2026,2026-01,Lagos,High
New 3 Bedroom Terrace With Bq,Harris Drive Beside Vgc Vgc Lekki Lagos,Lekki,House,160000000,3,3,05/02/2026,18/02/2026,2026-02,Lagos,Low
A Val/md Birthday Discount Sale??,Aiyetoro/aviara/ Opp Lekki Int'l Airport Free Trade Zone Ibeju Lekki Lagos,Lekki,Land,35000000,,,18/02/2026,18/02/2026,2026-02,Lagos,Low
Valentine's Discount Sales,Aiyetoro/ Airview Estate/ Beside Lekki Int'l Airport Ibeju Lekki Lagos,Lekki,Land,23500000,,,18/02/2026,18/02/2026,2026-02,Lagos,Low
Luxury 3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Ikoyi,Flat,745000000,3,3,16/12/2025,18/02/2026,2025-12,Lagos,High
4 Bedroom Semi Detached House,Parkview Estate Ikoyi Lagos,Ikoyi,Detached Duplex,1199000000,4,4,20/11/2025,18/02/2026,2025-11,Lagos,High
Luxury Oceanfront 2 Bedroom Apartment/tennis/pool,"Lekki Phase 1 Right Side, Lekki Phase 1 Lekki Lagos",Lekki,Flat,500000000,2,2,28/11/2025,18/02/2026,2025-11,Lagos,High
3 Bedroom Apartment+bq+pool+tennis,Banana Island Estate Banana Island Ikoyi Lagos,Ikoyi,Flat,900000000,3,3,25/11/2025,18/02/2026,2025-11,Lagos,High
Newly Built 3 Bedroom Penthouse,Off Banana Island Road Ikoyi Lagos,Ikoyi,Penthouse,1200000000,3,3,19/11/2025,18/02/2026,2025-11,Lagos,High
Newly Built 3 Bedroom Apartment,Off Awolowo Road Ikoyi S.w Ikoyi Lagos,Ikoyi,Flat,280000000,3,3,14/12/2025,18/02/2026,2025-12,Lagos,High
Premium 3 Bedroom Apartment + Bq,Old Ikoyi Ikoyi Lagos,Ikoyi,Flat,700000000,3,3,24/11/2025,18/02/2026,2025-11,Lagos,High
4 Bedroom Apartment,Off Banana Island Road Ikoyi Lagos,Ikoyi,Flat,479000000,4,4,05/12/2025,18/02/2026,2025-12,Lagos,High
Luxury 3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Ikoyi,Flat,750000000,3,3,10/12/2025,18/02/2026,2025-12,Lagos,High
Furnished 3 Bedroom Apartment With Bq,"Banana Island Estate, Ikoyi Lagos",Ikoyi,Flat,799999999,3,3,14/12/2025,18/02/2026,2025-12,Lagos,High
4 Bedroom Terrace House +bq,Mojisola Onikoyi Estate Mojisola Onikoyi Estate Ikoyi Lagos,Ikoyi,Terraced Duplex,599999999,4,4,11/12/2025,18/02/2026,2025-12,Lagos,High
"Land Measuring 2,714.57 Sqmts",Palm Grove Estate Ikorodu Road (ilupeju) Ilupeju Lagos,Kosofe Axis,Land,1800000000,,,16/12/2025,18/02/2026,2025-12,Lagos,High
4 Bedroom Terrace House +bq+pool,Old Ikoyi Old Ikoyi Ikoyi Lagos,Ikoyi,Terraced Duplex,1100000000,4,4,11/12/2025,18/02/2026,2025-12,Lagos,High
4 Units Of 3 Bedroom Terrace Duplex,Omorire Johnson Street Lekki Phase 1 Lekki Lagos,Lekki,Terraced Duplex,1400000000,3,,10/10/2025,18/02/2026,2025-10,Lagos,High
Newly Built 4 Bedroom Terrace Duplex With Bq,Wemabod Estate Adeniyi Jones Ikeja Lagos,Ikeja,Terraced Duplex,420000000,5,4,10/09/2025,18/02/2026,2025-09,Lagos,High
6 Units Of 3 Bedroom Flat,Ifako Gbagada Gbagada Lagos,Mainland,Flat,350000000,3,3,29/09/2025,18/02/2026,2025-09,Lagos,High
4 Units Of 3 Bedroom Flat,Egbe Ejigbo Ejigbo Lagos,Alimosho Axis,Flat,120000000,3,,04/12/2025,18/02/2026,2025-12,Lagos,Low
Well Maintained Opulent 4 Bedroom Maisonette (serviced),Lekki Phase 1 Lekki Lagos,Lekki,Maisonette,450000000,4,4,29/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Semi Detached Home,Ikate Lekki Lagos,Lekki,House,900000000,5,5,23/07/2025,18/02/2026,2025-07,Lagos,High
2 Bedroom Maisonette,Ikate Lekki Lagos,Lekki,Maisonette,100000000,2,2,24/10/2025,18/02/2026,2025-10,Lagos,Low
Contemporary 4 Bedroom Terraced House,Old Ikoyi Ikoyi Lagos,Ikoyi,Terraced Duplex,1500000000,4,4,03/08/2025,18/02/2026,2025-08,Lagos,High
Contemporary 4 Bedroom Terraced House,Old Ikoyi Ikoyi Lagos,Ikoyi,Terraced Duplex,1100000000,4,4,13/10/2025,18/02/2026,2025-10,Lagos,High
6 Bedroom Detached Edifice,Alimosho Lagos,Alimosho Axis,House,900000000,6,6,31/01/2026,18/02/2026,2026-01,Lagos,High
3 Bedroom Apartment,Victoria Island Lagos,Victoria Island,Flat,900000000,3,3,05/08/2025,18/02/2026,2025-08,Lagos,High
4 Bedroom Terrace Duplex,Victoria Island Lagos,Victoria Island,Terraced Duplex,700000000,4,4,19/11/2025,18/02/2026,2025-11,Lagos,High
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Ikoyi,Flat,800000000,3,3,01/09/2025,18/02/2026,2025-09,Lagos,High
Well Built Fully Serviced 5 Bedroom Detached Home,Old Ikoyi Ikoyi Lagos,Ikoyi,House,2400000000,5,5,30/01/2026,18/02/2026,2026-01,Lagos,High
5 Bedroom Penthouse Maisonette,Old Ikoyi Ikoyi Lagos,Ikoyi,Penthouse,3200000000,5,5,23/07/2025,18/02/2026,2025-07,Lagos,High
Gigantic 5 Bedroom Penthouse Maisonette,Old Ikoyi Ikoyi Lagos,Ikoyi,Penthouse,3500000000,5,5,25/07/2025,18/02/2026,2025-07,Lagos,High
1000sqm Virgin Land,Orange Island Phase 2 Lekki Phase 1 Lekki Lagos,Lekki,Land,580000000,,,22/07/2025,18/02/2026,2025-07,Lagos,High
Massive Private 5 Bedroom Semi Detached Home,Ikate Lekki Lagos,Lekki,House,950000000,5,5,25/07/2025,18/02/2026,2025-07,Lagos,High
500sqm Land,Ikeja Lagos,Ikeja,Land,350000000,,,26/08/2025,18/02/2026,2025-08,Lagos,High
2 Bedroom Apartment With Great Facilities,Victoria Island Lagos,Victoria Island,Flat,450000000,2,3,15/12/2025,18/02/2026,2025-12,Lagos,High
New Luxury 2 Bedroom Apartment With Great Facilities,Victoria Island Lagos,Victoria Island,Flat,450000000,2,2,29/01/2026,18/02/2026,2026-01,Lagos,High
Private 4 Bedroom Detached Home,Ikate Lekki Lagos,Lekki,House,1000000000,4,4,30/01/2026,18/02/2026,2026-01,Lagos,High
Luxury 5 Bedroom Fully Detached Duplex,Ado Road Ajah Lagos,Ajah,Detached Duplex,210000000,5,5,10/12/2025,18/02/2026,2025-12,Lagos,Low
Clean 3bedroom Semi Detached With Bq,Thomas Estate Ajah Lagos,Ajah,House,95000000,3,3,02/02/2026,18/02/2026,2026-02,Lagos,Low
Maisonette Apartment,Victoria Island Lagos,Victoria Island,Maisonette,350000000,2,2,11/09/2025,18/02/2026,2025-09,Lagos,High
5 Bedroom Fully Detached Duplex,Royal Garden Estate Off Lekki Epe Expressway Ajah Lagos,Lekki,Detached Duplex,600000000,5,5,17/12/2025,18/02/2026,2025-12,Lagos,High
3 & 4 Bedroom Terrace Duplex For Sale,Orchid Lekki Lagos,Lekki,Terraced Duplex,195000000,3,3,12/02/2026,18/02/2026,2026-02,Lagos,Low
5 Bedroom Detached Duplex With Bq,Ajah Lagos,Ajah,Detached Duplex,270000000,5,5,11/11/2025,18/02/2026,2025-11,Lagos,High
5 Bedroom Detached Duplex With Study Room,Ajah Lagos,Ajah,Detached Duplex,200000000,5,5,14/11/2025,18/02/2026,2025-11,Lagos,Low
Units Of 2 Bedroom Apartment,Ologolo Lekki Lagos,Lekki,Flat,90000000,2,2,14/11/2025,18/02/2026,2025-11,Lagos,Low
5 Bedroom Detached Duplex With Bq,Ajah Lagos,Ajah,Detached Duplex,285000000,5,5,11/11/2025,18/02/2026,2025-11,Lagos,High
4 Bedroom Detached Duplex,Ajah Lagos,Ajah,Detached Duplex,210000000,4,4,10/11/2025,18/02/2026,2025-11,Lagos,Low
Fully Automated 5 Bedroom Detached Duplex With Pool,Chevron Toll Gate Lekki Lagos,Lekki,Detached Duplex,600000000,5,5,15/12/2025,18/02/2026,2025-12,Lagos,High
4 Bedroom Detached Duplex,Ikota Lekki Lagos,Lekki,Detached Duplex,280000000,4,4,05/11/2025,18/02/2026,2025-11,Lagos,High
Newly Built 1 Bed Apartment For Sale Lekki Pahse 1,Lekki Phase 1 Lekki Lagos,Lekki,Flat,130000000,1,1,15/02/2026,18/02/2026,2026-02,Lagos,Low
"Newly Built 5 Bed Detach Duplex At Ikota, Lekki",Megamound Estate Ikota Lekki Lagos,Lekki,Duplex,630000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
Newly Built 2 Bed Apartment For Sale Niccon Town Ikate,Niccon Town Ikate Lekki Lagos,Lekki,Flat,250000000,2,2,18/02/2026,18/02/2026,2026-02,Lagos,Low
Newly Built 5 Bed Detach Duplex At Lekki Phase 1,Lekki Phase 1 Lekki Lagos,Lekki,Duplex,800000000,5,5,15/02/2026,18/02/2026,2026-02,Lagos,High
